model-1658373387,1658373392.834, 0.52, 0.2429, 0.67, 0.226
model-1658373387,1658373392.852, 0.66, 0.2178, 0.71, 0.2256
model-1658373387,1658373392.872, 0.63, 0.2329, 0.61, 0.2258
model-1658373387,1658373392.892, 0.54, 0.2402, 0.61, 0.2281
model-1658373387,1658373392.912, 0.65, 0.2238, 0.58, 0.2312
model-1658373387,1658373392.931, 0.58, 0.2412, 0.57, 0.233
model-1658373387,1658373392.951, 0.54, 0.2515, 0.57, 0.232
model-1658373387,1658373392.969, 0.6, 0.2296, 0.61, 0.2282
model-1658373387,1658373392.99, 0.64, 0.2155, 0.66, 0.2248
model-1658373387,1658373393.009, 0.61, 0.2447, 0.64, 0.2244
model-1658373387,1658373393.028, 0.58, 0.2417, 0.68, 0.2238
model-1658373387,1658373393.047, 0.63, 0.2385, 0.7, 0.2217
model-1658373387,1658373393.066, 0.62, 0.2357, 0.7, 0.2213
model-1658373387,1658373393.084, 0.61, 0.2286, 0.67, 0.2206
model-1658373387,1658373393.104, 0.63, 0.2271, 0.69, 0.2203
model-1658373387,1658373393.125, 0.6, 0.2322, 0.69, 0.2206
model-1658373387,1658373393.145, 0.61, 0.2299, 0.68, 0.2215
model-1658373387,1658373393.163, 0.63, 0.2208, 0.67, 0.224
model-1658373387,1658373393.183, 0.7, 0.2111, 0.62, 0.2306
model-1658373387,1658373393.201, 0.6, 0.2344, 0.62, 0.2303
model-1658373387,1658373393.222, 0.61, 0.2365, 0.63, 0.2224
model-1658373387,1658373393.242, 0.56, 0.2398, 0.66, 0.2226
model-1658373387,1658373393.263, 0.64, 0.2225, 0.65, 0.2263
model-1658373387,1658373393.282, 0.58, 0.244, 0.65, 0.2237
model-1658373387,1658373393.302, 0.63, 0.224, 0.66, 0.2171
model-1658373387,1658373393.32, 0.69, 0.2129, 0.67, 0.2138
model-1658373387,1658373393.341, 0.61, 0.2324, 0.67, 0.2132
model-1658373387,1658373393.361, 0.73, 0.2084, 0.72, 0.2146
model-1658373387,1658373393.38, 0.65, 0.227, 0.63, 0.2255
model-1658373387,1658373393.399, 0.63, 0.2247, 0.62, 0.2282
model-1658373387,1658373393.418, 0.59, 0.2349, 0.65, 0.2232
model-1658373387,1658373393.437, 0.65, 0.2357, 0.67, 0.2189
model-1658373387,1658373393.457, 0.56, 0.238, 0.63, 0.2234
model-1658373387,1658373393.477, 0.65, 0.2194, 0.63, 0.2241
model-1658373387,1658373393.496, 0.64, 0.2331, 0.66, 0.2206
model-1658373387,1658373393.515, 0.63, 0.2224, 0.68, 0.2202
model-1658373387,1658373393.536, 0.67, 0.2109, 0.64, 0.2246
model-1658373387,1658373393.558, 0.66, 0.2126, 0.62, 0.2297
model-1658373387,1658373393.577, 0.58, 0.2451, 0.65, 0.2263
model-1658373387,1658373393.596, 0.58, 0.2326, 0.65, 0.2214
model-1658373387,1658373393.616, 0.64, 0.2222, 0.68, 0.2176
model-1658373387,1658373393.636, 0.54, 0.244, 0.69, 0.2133
model-1658373387,1658373393.656, 0.59, 0.2357, 0.7, 0.215
model-1658373387,1658373393.675, 0.58, 0.24, 0.6, 0.2185
model-1658373387,1658373393.695, 0.58, 0.2427, 0.62, 0.2184
model-1658373387,1658373393.715, 0.59, 0.233, 0.7, 0.2185
model-1658373387,1658373393.734, 0.59, 0.238, 0.66, 0.2219
model-1658373387,1658373393.754, 0.55, 0.2443, 0.67, 0.2265
model-1658373387,1658373393.772, 0.61, 0.2269, 0.64, 0.2299
model-1658373387,1658373393.791, 0.57, 0.2354, 0.67, 0.2304
model-1658373387,1658373393.811, 0.69, 0.2296, 0.66, 0.2309
model-1658373387,1658373393.831, 0.68, 0.2174, 0.68, 0.2304
model-1658373387,1658373393.85, 0.53, 0.2385, 0.71, 0.2283
model-1658373387,1658373393.869, 0.61, 0.238, 0.68, 0.2263
model-1658373387,1658373393.889, 0.53, 0.234, 0.68, 0.2252
model-1658373387,1658373393.908, 0.61, 0.2358, 0.67, 0.2248
model-1658373387,1658373393.929, 0.64, 0.2272, 0.66, 0.2247
model-1658373387,1658373393.949, 0.67, 0.2142, 0.66, 0.2239
model-1658373387,1658373393.968, 0.66, 0.215, 0.59, 0.225
model-1658373387,1658373393.986, 0.49, 0.2593, 0.61, 0.225
model-1658373387,1658373394.006, 0.5, 0.2446, 0.68, 0.2218
model-1658373387,1658373394.025, 0.62, 0.216, 0.69, 0.2176
model-1658373387,1658373394.045, 0.63, 0.2262, 0.67, 0.2178
model-1658373387,1658373394.067, 0.6, 0.2391, 0.68, 0.2202
model-1658373387,1658373394.091, 0.64, 0.2225, 0.67, 0.2209
model-1658373387,1658373394.116, 0.59, 0.2346, 0.68, 0.2196
model-1658373387,1658373394.136, 0.68, 0.2128, 0.68, 0.215
model-1658373387,1658373394.155, 0.76, 0.1998, 0.68, 0.2114
model-1658373387,1658373394.175, 0.55, 0.242, 0.66, 0.2114
model-1658373387,1658373394.197, 0.63, 0.2234, 0.64, 0.2125
model-1658373387,1658373394.215, 0.53, 0.2554, 0.68, 0.2118
model-1658373387,1658373394.233, 0.7, 0.2049, 0.7, 0.2132
model-1658373387,1658373394.253, 0.59, 0.2408, 0.67, 0.2186
model-1658373387,1658373394.271, 0.65, 0.2344, 0.7, 0.2147
model-1658373387,1658373394.291, 0.63, 0.2207, 0.69, 0.212
model-1658373387,1658373394.309, 0.64, 0.2203, 0.68, 0.212
model-1658373387,1658373394.329, 0.66, 0.2182, 0.68, 0.2114
model-1658373387,1658373394.348, 0.58, 0.2299, 0.67, 0.2112
model-1658373387,1658373394.368, 0.66, 0.213, 0.67, 0.2121
model-1658373387,1658373394.387, 0.61, 0.2293, 0.67, 0.2106
model-1658373387,1658373394.406, 0.62, 0.2349, 0.7, 0.2092
model-1658373387,1658373394.426, 0.59, 0.2346, 0.71, 0.2105
model-1658373387,1658373394.445, 0.61, 0.2266, 0.72, 0.212
model-1658373387,1658373394.464, 0.58, 0.2419, 0.71, 0.2107
model-1658373387,1658373394.484, 0.58, 0.2348, 0.66, 0.2114
model-1658373387,1658373394.502, 0.69, 0.2151, 0.68, 0.2165
model-1658373387,1658373394.522, 0.62, 0.2319, 0.65, 0.2214
model-1658373387,1658373394.544, 0.63, 0.2193, 0.62, 0.2236
model-1658373387,1658373394.563, 0.61, 0.2327, 0.66, 0.2198
model-1658373387,1658373394.583, 0.67, 0.2292, 0.7, 0.2125
model-1658373387,1658373394.602, 0.62, 0.2227, 0.72, 0.2079
model-1658373387,1658373394.621, 0.64, 0.2091, 0.73, 0.206
model-1658373387,1658373394.642, 0.69, 0.2114, 0.67, 0.211
model-1658373387,1658373394.662, 0.68, 0.206, 0.61, 0.2257
model-1658373387,1658373394.682, 0.58, 0.242, 0.61, 0.2284
model-1658373387,1658373394.702, 0.64, 0.2184, 0.62, 0.2208
model-1658373387,1658373394.721, 0.54, 0.2599, 0.7, 0.2076
model-1658373387,1658373394.741, 0.66, 0.216, 0.69, 0.2115
model-1658373387,1658373394.762, 0.64, 0.2293, 0.62, 0.2236
model-1658373387,1658373394.784, 0.55, 0.2523, 0.62, 0.2224
model-1658373387,1658373394.803, 0.6, 0.2396, 0.64, 0.2191
model-1658373387,1658373394.822, 0.64, 0.2186, 0.66, 0.2168
model-1658373387,1658373394.844, 0.68, 0.2136, 0.69, 0.2134
model-1658373387,1658373394.868, 0.56, 0.2419, 0.69, 0.211
model-1658373387,1658373394.898, 0.7, 0.2171, 0.71, 0.2099
model-1658373387,1658373394.924, 0.61, 0.2313, 0.67, 0.2108
model-1658373387,1658373394.948, 0.63, 0.2378, 0.65, 0.2139
model-1658373387,1658373394.967, 0.61, 0.2359, 0.67, 0.2137
model-1658373387,1658373394.988, 0.61, 0.2266, 0.68, 0.2118
model-1658373387,1658373395.009, 0.74, 0.2091, 0.74, 0.2101
model-1658373387,1658373395.03, 0.59, 0.229, 0.71, 0.2101
model-1658373387,1658373395.05, 0.62, 0.2251, 0.72, 0.2115
model-1658373387,1658373395.068, 0.65, 0.2194, 0.69, 0.2146
model-1658373387,1658373395.085, 0.73, 0.206, 0.68, 0.2147
model-1658373387,1658373395.105, 0.68, 0.2085, 0.7, 0.2127
model-1658373387,1658373395.125, 0.61, 0.2362, 0.71, 0.2084
model-1658373387,1658373395.144, 0.64, 0.2338, 0.71, 0.2072
model-1658373387,1658373395.162, 0.65, 0.2281, 0.7, 0.2074
model-1658373387,1658373395.181, 0.61, 0.2355, 0.68, 0.2087
model-1658373387,1658373395.2, 0.64, 0.2168, 0.68, 0.2098
model-1658373387,1658373395.218, 0.67, 0.1933, 0.68, 0.2098
model-1658373387,1658373395.24, 0.64, 0.2326, 0.73, 0.209
model-1658373387,1658373395.259, 0.63, 0.218, 0.7, 0.2092
model-1658373387,1658373395.28, 0.54, 0.2509, 0.7, 0.2127
model-1658373387,1658373395.298, 0.61, 0.2425, 0.68, 0.2158
model-1658373387,1658373395.318, 0.72, 0.2124, 0.7, 0.2158
model-1658373387,1658373395.338, 0.64, 0.2246, 0.73, 0.2143
model-1658373387,1658373395.361, 0.69, 0.2079, 0.74, 0.2124
model-1658373387,1658373395.381, 0.65, 0.2075, 0.71, 0.2121
model-1658373387,1658373395.401, 0.65, 0.2346, 0.71, 0.2125
model-1658373387,1658373395.421, 0.72, 0.2033, 0.73, 0.2135
model-1658373387,1658373395.442, 0.64, 0.2106, 0.69, 0.2147
model-1658373387,1658373395.461, 0.57, 0.2578, 0.68, 0.214
model-1658373387,1658373395.482, 0.67, 0.2177, 0.74, 0.2114
model-1658373387,1658373395.502, 0.65, 0.2137, 0.73, 0.2107
model-1658373387,1658373395.522, 0.64, 0.2181, 0.73, 0.2103
model-1658373387,1658373395.545, 0.66, 0.2057, 0.73, 0.2103
model-1658373387,1658373395.564, 0.65, 0.222, 0.73, 0.2083
model-1658373387,1658373395.586, 0.6, 0.2375, 0.76, 0.207
model-1658373387,1658373395.604, 0.58, 0.2246, 0.73, 0.207
model-1658373387,1658373395.624, 0.75, 0.1933, 0.73, 0.2061
model-1658373387,1658373395.643, 0.68, 0.2031, 0.75, 0.2045
model-1658373387,1658373395.663, 0.62, 0.2072, 0.75, 0.2042
model-1658373387,1658373395.681, 0.64, 0.2278, 0.75, 0.2028
model-1658373387,1658373395.702, 0.61, 0.2463, 0.68, 0.2119
model-1658373387,1658373395.722, 0.65, 0.2186, 0.62, 0.227
model-1658373387,1658373395.741, 0.56, 0.2427, 0.58, 0.2386
model-1658373387,1658373395.759, 0.6, 0.2434, 0.61, 0.2329
model-1658373387,1658373395.778, 0.66, 0.2295, 0.63, 0.2198
model-1658373387,1658373395.798, 0.59, 0.2272, 0.75, 0.2069
model-1658373387,1658373395.818, 0.63, 0.2234, 0.74, 0.2043
model-1658373387,1658373395.837, 0.7, 0.2137, 0.64, 0.2119
model-1658373387,1658373395.856, 0.69, 0.196, 0.64, 0.2203
model-1658373387,1658373395.874, 0.62, 0.2267, 0.65, 0.2196
model-1658373387,1658373395.896, 0.57, 0.2423, 0.65, 0.2078
model-1658373387,1658373395.914, 0.67, 0.2196, 0.73, 0.206
model-1658373387,1658373395.934, 0.64, 0.2226, 0.64, 0.2247
model-1658373387,1658373395.953, 0.63, 0.2158, 0.62, 0.2277
model-1658373387,1658373395.972, 0.6, 0.2309, 0.63, 0.2191
model-1658373387,1658373395.991, 0.62, 0.2343, 0.74, 0.2101
model-1658373387,1658373396.008, 0.66, 0.2198, 0.72, 0.2065
model-1658373387,1658373396.025, 0.61, 0.2257, 0.7, 0.2053
model-1658373387,1658373396.045, 0.69, 0.2067, 0.69, 0.2045
model-1658373387,1658373396.065, 0.71, 0.204, 0.67, 0.205
model-1658373387,1658373396.084, 0.6, 0.2266, 0.67, 0.203
model-1658373387,1658373396.103, 0.67, 0.2171, 0.69, 0.2026
model-1658373387,1658373396.121, 0.67, 0.2181, 0.69, 0.2061
model-1658373387,1658373396.141, 0.69, 0.2098, 0.69, 0.2141
model-1658373387,1658373396.161, 0.67, 0.2129, 0.67, 0.2174
model-1658373387,1658373396.18, 0.56, 0.2396, 0.67, 0.2187
model-1658373387,1658373396.199, 0.64, 0.2285, 0.71, 0.2113
model-1658373387,1658373396.218, 0.68, 0.2021, 0.71, 0.2062
model-1658373387,1658373396.238, 0.65, 0.2134, 0.69, 0.2057
model-1658373387,1658373396.256, 0.77, 0.1927, 0.71, 0.2038
model-1658373387,1658373396.277, 0.65, 0.2182, 0.69, 0.2018
model-1658373387,1658373396.297, 0.69, 0.1985, 0.71, 0.1997
model-1658373387,1658373396.316, 0.66, 0.2049, 0.71, 0.1976
model-1658373387,1658373396.336, 0.71, 0.2001, 0.73, 0.1953
model-1658373387,1658373396.356, 0.63, 0.2176, 0.72, 0.193
model-1658373387,1658373396.375, 0.69, 0.2133, 0.71, 0.1911
model-1658373387,1658373396.395, 0.66, 0.226, 0.74, 0.189
model-1658373387,1658373396.415, 0.72, 0.1867, 0.74, 0.1867
model-1658373387,1658373396.433, 0.75, 0.1917, 0.73, 0.1856
model-1658373387,1658373396.452, 0.57, 0.2535, 0.7, 0.1926
model-1658373387,1658373396.472, 0.72, 0.1947, 0.68, 0.1929
model-1658373387,1658373396.492, 0.77, 0.1862, 0.74, 0.1857
model-1658373387,1658373396.511, 0.68, 0.2109, 0.74, 0.1843
model-1658373387,1658373396.532, 0.68, 0.222, 0.75, 0.1855
model-1658373387,1658373396.551, 0.65, 0.213, 0.73, 0.1918
model-1658373387,1658373396.571, 0.67, 0.2182, 0.76, 0.1854
model-1658373387,1658373396.593, 0.73, 0.1757, 0.74, 0.1861
model-1658373387,1658373396.613, 0.73, 0.187, 0.76, 0.1857
model-1658373387,1658373396.633, 0.69, 0.2154, 0.75, 0.1864
model-1658373387,1658373396.652, 0.67, 0.1973, 0.75, 0.1896
model-1658373387,1658373396.672, 0.63, 0.2205, 0.72, 0.1928
model-1658373387,1658373396.694, 0.71, 0.2031, 0.71, 0.1994
model-1658373387,1658373396.713, 0.76, 0.1942, 0.69, 0.2033
model-1658373387,1658373396.734, 0.62, 0.2241, 0.71, 0.1969
model-1658373387,1658373396.754, 0.75, 0.1686, 0.72, 0.193
model-1658373387,1658373396.774, 0.63, 0.2134, 0.73, 0.1891
model-1658373387,1658373396.792, 0.66, 0.2042, 0.74, 0.1885
model-1658373387,1658373396.813, 0.68, 0.2197, 0.67, 0.2047
model-1658373387,1658373396.83, 0.7, 0.2104, 0.62, 0.2314
model-1658373387,1658373396.848, 0.58, 0.2386, 0.69, 0.2089
model-1658373387,1658373396.868, 0.64, 0.2215, 0.75, 0.1881
model-1658373387,1658373396.887, 0.64, 0.2419, 0.75, 0.1884
model-1658373387,1658373396.906, 0.72, 0.2059, 0.73, 0.1913
model-1658373387,1658373396.924, 0.68, 0.2075, 0.69, 0.2
model-1658373387,1658373396.943, 0.73, 0.1875, 0.69, 0.201
model-1658373387,1658373396.964, 0.65, 0.2157, 0.68, 0.2014
model-1658373387,1658373396.982, 0.64, 0.2218, 0.72, 0.1952
model-1658373387,1658373397.002, 0.61, 0.2359, 0.75, 0.1836
model-1658373387,1658373397.021, 0.68, 0.2106, 0.75, 0.1829
model-1658373387,1658373397.039, 0.71, 0.1867, 0.71, 0.1888
model-1658373387,1658373397.056, 0.58, 0.2604, 0.74, 0.1846
model-1658373387,1658373397.076, 0.67, 0.2176, 0.75, 0.1874
model-1658373387,1658373397.094, 0.71, 0.1897, 0.72, 0.197
model-1658373387,1658373397.114, 0.76, 0.1733, 0.7, 0.2047
model-1658373387,1658373397.134, 0.66, 0.2091, 0.71, 0.1993
model-1658373387,1658373397.152, 0.71, 0.202, 0.76, 0.1873
model-1658373387,1658373397.171, 0.67, 0.2051, 0.74, 0.1822
model-1658373387,1658373397.191, 0.62, 0.2184, 0.76, 0.1801
model-1658373387,1658373397.21, 0.72, 0.1865, 0.77, 0.1791
model-1658373387,1658373397.23, 0.65, 0.2118, 0.76, 0.1814
model-1658373387,1658373397.249, 0.66, 0.2095, 0.73, 0.1888
model-1658373387,1658373397.268, 0.61, 0.2205, 0.71, 0.1996
model-1658373387,1658373397.287, 0.69, 0.1981, 0.69, 0.2025
model-1658373387,1658373397.307, 0.57, 0.2427, 0.74, 0.1844
model-1658373387,1658373397.327, 0.71, 0.2014, 0.74, 0.1821
model-1658373387,1658373397.346, 0.7, 0.205, 0.69, 0.1892
model-1658373387,1658373397.364, 0.65, 0.2425, 0.65, 0.1921
model-1658373387,1658373397.385, 0.57, 0.2493, 0.69, 0.188
model-1658373387,1658373397.402, 0.61, 0.2137, 0.74, 0.1812
model-1658373387,1658373397.422, 0.76, 0.176, 0.74, 0.1828
model-1658373387,1658373397.441, 0.69, 0.2022, 0.75, 0.1885
model-1658373387,1658373397.461, 0.72, 0.1924, 0.73, 0.1912
model-1658373387,1658373397.48, 0.64, 0.213, 0.75, 0.1864
model-1658373387,1658373397.5, 0.71, 0.2026, 0.73, 0.1796
model-1658373387,1658373397.519, 0.67, 0.2013, 0.74, 0.178
model-1658373387,1658373397.537, 0.74, 0.1878, 0.78, 0.1766
model-1658373387,1658373397.558, 0.67, 0.1999, 0.78, 0.176
model-1658373387,1658373397.579, 0.71, 0.183, 0.76, 0.1772
model-1658373387,1658373397.599, 0.69, 0.2052, 0.7, 0.1874
model-1658373387,1658373397.617, 0.76, 0.1694, 0.66, 0.2211
model-1658373387,1658373397.636, 0.63, 0.2292, 0.7, 0.2089
model-1658373387,1658373397.655, 0.75, 0.1924, 0.71, 0.1805
model-1658373387,1658373397.676, 0.71, 0.1858, 0.79, 0.1693
model-1658373387,1658373397.695, 0.78, 0.1796, 0.74, 0.1695
model-1658373387,1658373397.715, 0.7, 0.1945, 0.75, 0.1679
model-1658373387,1658373397.734, 0.76, 0.1762, 0.79, 0.1676
model-1658373387,1658373397.753, 0.73, 0.1855, 0.78, 0.1671
model-1658373387,1658373397.77, 0.7, 0.1851, 0.75, 0.1678
model-1658373387,1658373397.79, 0.74, 0.184, 0.76, 0.1738
model-1658373387,1658373397.811, 0.65, 0.2064, 0.7, 0.1923
model-1658373387,1658373397.83, 0.71, 0.1866, 0.7, 0.1914
model-1658373387,1658373397.848, 0.65, 0.2018, 0.76, 0.1807
model-1658373387,1658373397.866, 0.77, 0.1891, 0.76, 0.1698
model-1658373387,1658373397.884, 0.71, 0.1988, 0.73, 0.1755
model-1658373387,1658373397.904, 0.76, 0.172, 0.74, 0.1748
model-1658373387,1658373397.922, 0.74, 0.1859, 0.77, 0.1734
model-1658373387,1658373397.942, 0.67, 0.2108, 0.72, 0.1864
model-1658373387,1658373397.96, 0.83, 0.1536, 0.66, 0.2124
model-1658373387,1658373397.978, 0.74, 0.1788, 0.65, 0.2173
model-1658373387,1658373397.998, 0.74, 0.1998, 0.72, 0.1869
model-1658373387,1658373398.017, 0.7, 0.176, 0.78, 0.1719
model-1658373387,1658373398.036, 0.63, 0.2231, 0.75, 0.17
model-1658373387,1658373398.055, 0.73, 0.2006, 0.75, 0.1713
model-1658373387,1658373398.074, 0.61, 0.2305, 0.73, 0.1731
model-1658373387,1658373398.086, 0.73, 0.1858, 0.73, 0.1745
model-1658373387,1658373398.111, 0.68, 0.1821, 0.73, 0.1877
model-1658373387,1658373398.134, 0.68, 0.2037, 0.68, 0.2043
model-1658373387,1658373398.152, 0.66, 0.2118, 0.67, 0.2126
model-1658373387,1658373398.172, 0.55, 0.2389, 0.71, 0.2033
model-1658373387,1658373398.191, 0.71, 0.1868, 0.71, 0.1883
model-1658373387,1658373398.211, 0.7, 0.1997, 0.75, 0.1764
model-1658373387,1658373398.229, 0.72, 0.1886, 0.74, 0.1748
model-1658373387,1658373398.249, 0.7, 0.2043, 0.79, 0.1757
model-1658373387,1658373398.269, 0.76, 0.1685, 0.76, 0.1772
model-1658373387,1658373398.287, 0.65, 0.209, 0.74, 0.1792
model-1658373387,1658373398.305, 0.63, 0.2115, 0.74, 0.1824
model-1658373387,1658373398.324, 0.72, 0.1794, 0.71, 0.1881
model-1658373387,1658373398.342, 0.63, 0.2103, 0.72, 0.1864
model-1658373387,1658373398.36, 0.73, 0.1929, 0.73, 0.1804
model-1658373387,1658373398.379, 0.72, 0.1851, 0.78, 0.1763
model-1658373387,1658373398.398, 0.7, 0.2161, 0.77, 0.1785
model-1658373387,1658373398.416, 0.64, 0.2179, 0.74, 0.1827
model-1658373387,1658373398.434, 0.72, 0.179, 0.69, 0.1935
